Gene,6H,12H,18H,24H,48H
Entpd1,13.805,11.46,11.59333333,12.36,11.89666667
Cacnb4,26.815,22.36666667,24.58333333,23.69333333,32.54333333
Pou3F4,26.48,25.73333333,26.22,26.29666667,26.15
Igsf1,59.01,84.27666667,72.78666667,93.72333333,86.45666667
Fut9,7.62,7.16,6.996666667,6.99,6.766666667
Lilrb2,35,32.48666667,30.54333333,37.25333333,36.57333333
Zfhx2,39.95,40.08,41.18,42.02666667,38.32333333
Ywhah-As1,19.58,19.37333333,18.13333333,19.80333333,22.16666667
Magi2,41.775,48.18666667,36.73666667,59.72,54.35
Ninl,415.81,361.3,416.5733333,360.7666667,384.9933333
Ush2A,7.425,8.953333333,8.98,8.106666667,7.993333333
Sec13,6234.205,6013.153333,5995.143333,5672.11,5765.92
Aloxe3,37.71,45.86,42.60333333,45.23,46.83
Prkaa2,162.69,189.65,122.9733333,201.8666667,150.3733333
Lce2B,10.885,10.20666667,10.63333333,9.43,11.36
Soga1,12.98,12.41666667,12.29666667,12.57,13.63333333
Rbck1,226.495,260.05,283.7566667,362.27,278.2866667
Serpinh1,1505.06,1278.243333,1537.94,1292.413333,1111.85
Crygb,19.695,20.75666667,21.39,21.70333333,18.82333333
Krt38,20.215,19.05333333,21.08333333,20.99333333,22.64333333
Pkp2,379.35,735.11,370.77,766.8133333,752.96
Cyp2A7,24.575,23.01333333,24.17666667,26.19333333,25.39333333
Cep170,403.02,404.95,360.52,335.1766667,400.9766667
Loricrin,30.245,28.93333333,28.33333333,28.46,29.61666667
Btbd2,278.065,243.03,342.4366667,270.6166667,274.6933333
Klrc3,18.465,15.86,19.73,18.45,15.49
Spast,147.045,163.16,141.1733333,189.05,176.39
Pou4F2,9.595,8.473333333,8.62,8.683333333,8.643333333
Mutyh,473.97,501.7433333,466.4733333,595.7133333,372.6966667
Atf7Ip,13.095,12.86,11.38666667,11.04666667,10.42666667
Cdh9,22.845,25.73333333,28.93666667,24.05333333,19.87
Tnfaip8L1,180.28,153.75,142.2566667,136.2466667,152.48
Dlg3,24.785,24.69,25.70333333,23.47,26.57333333
Psg9,31.89,31.45333333,27.04333333,28.18333333,29.18333333
Lax1,16.61,16.96333333,16.70666667,18.04333333,15.58666667
Rnf125,20.295,18.17,22.74333333,21.49333333,20.40333333
Tnp2,13.135,17.32333333,15.4,15.62,15.16333333
Nckap1,2026.57,2294.666667,2018.146667,2197.03,2567.243333
Tpsab1,28.56,30.04666667,29.31666667,24.87333333,30.51
Nr6A1,63.035,54.5,66.31333333,63.26,56.98
Cabp2,18.52,18.58333333,17.98,20.39,20.20333333
Polq,92.43,69.84,62.66333333,52.51333333,42.15
Dok4,280.895,273.8933333,297.3066667,288.7933333,249.7866667
Ppp2R3A,128.775,145.43,125.5233333,111.0466667,105.29
Prb1,88.75,89.02,88.60666667,90.90666667,96.44333333
Znf304,250.055,185.1233333,256.5966667,191.2233333,197.7566667
Rassf8,30.7,32.68666667,27.56666667,38.29666667,39.64333333
Zfp2,14.105,13.10333333,13.70333333,12.60333333,13.92333333
Ncor2,348.955,355.8133333,417.26,422.6633333,443.07
Mettl7A,801.405,715.6033333,785.7666667,519.9266667,426.1333333
Lpal2,17.37,14.18333333,16.96666667,15.93333333,15.90333333
S100A5,33.87,34.27666667,36.1,30.82333333,37.61333333
Hipk3,70.45,92.55333333,67.51333333,98.09666667,60.11
Atosb,96.325,81.13,79.36,71.22666667,69.34666667
Egr4,38.115,36.99666667,39.58,37.73666667,38.71
Pqbp1,2093.665,1805.716667,2537.07,2371.68,2792.333333
Slc5A2,68.32,77.31,75.09,71.43,72.06
Prmt8,18.785,18.05,16.92666667,17.78666667,19.38
Cyp3A43,17.495,15.07,17.83,14.03666667,15.89
Mgc4859,8.215,8.92,8.46,8.763333333,8.393333333
Sp140,13.125,12.07,13.67666667,13.48,14.46666667
Reg1Cp,15.215,18.05666667,16.68,17.29333333,19.72333333
Cylc2,9.325,8.063333333,7.763333333,9.213333333,9.236666667
Znf711,6.48,6.833333333,7.37,6.5,7.5
Huwe1,8165.335,8539.076667,8050.033333,9204.136667,8541.533333
Rbpj,967.38,1109.76,965.2233333,1363.486667,1716.406667
Cyp2R1,70.87,53.89666667,66.21,61.56333333,70.81333333
Krt33B,25.865,22.59,23.69,20.57666667,23.51
Sorbs3,285.985,299.31,326.06,376.67,414.7666667
Lrrc1,24.085,32.5,20.12666667,22.58,22.22
Rab1A,1454.915,1485.02,1352.246667,1381.626667,1232.87
Klrd1,17.775,17.5,17.45666667,17.73333333,17.62666667
Lrp2Bp,14.015,12.17666667,14.50333333,12.03666667,11.54
Akap5,16.555,18.18,16.98333333,16.84,17.39333333
Rnf10,884.215,877.18,1020.166667,1006.956667,848.2266667
Crisp3,6.78,8.013333333,7.19,7.63,7.053333333
Csn3,9.195,9.676666667,9.483333333,9.336666667,10.8
Psmd9,876.45,899.0366667,962.8966667,944.4233333,1205.253333
Pros1,1651.83,2219.103333,1838.903333,2582.25,2979.33
Atp6Ap1,1419.155,1322.19,1595.883333,1780.906667,2178.883333
F13B,84.35,81.93,85.87666667,102.8166667,90.41333333
Krt12,8.135,8.816666667,8.893333333,8.073333333,8.963333333
Gorasp2,2386.055,2412.736667,2637.596667,2364.166667,2463.256667
Fdxr,37.475,36.70666667,41.99333333,33.82,30.22333333
Defa6,30.51,30.42666667,29.97,28.60333333,27.06333333
Pf4V1,8.12,7.363333333,7.666666667,6.926666667,8.013333333
Lalba,31.62,36.44666667,30.44,30.54333333,32.84333333
Ifnw1,13.08,15.11,13.70666667,13.89333333,12.85666667
Htr7,9.4,11.08333333,10.08,10.31,10.97333333
Adh1A,14.03,10.67333333,13.21333333,10.87333333,11.64333333
Fgfr1,13.625,13.40666667,14.16,11.11666667,13.86
Aif1,16.44,14.96333333,14.33666667,16.13,16.13333333
Maz,240.875,272.62,342.5766667,358,421.32
Ghrhr,28.375,28.85333333,29.35333333,28.85666667,29.56666667
Id3,3525.865,3400.553333,3963.83,2072.84,1298
Ppp1R8,1480.31,1516.863333,1554.29,1669.01,2102.326667
Hlcs,95.055,83.95666667,95.78666667,104.1233333,85.08666667
Pbxip1,161.09,164.9666667,161.29,157.0766667,121.2366667
Tmem8B,76.9,86.71,78.12666667,70.47,47.53666667
Cd160,11.615,12.68666667,11.89666667,11.02,12.11
Spin2A,11.78,12.84333333,10.95333333,13.04,13.41
Casc3,612.48,605.2033333,655.1433333,707.31,715.7166667
Cyb5A,1241.715,1047.473333,1368.183333,943.7266667,832.8166667
Il13,29.04,28.19333333,31.51666667,30.83333333,26.61666667
Anapc10,405.87,542.9966667,424.8266667,543.6366667,542.93
Pou1F1,7.45,7.216666667,7.05,6.566666667,6.976666667
Muc1,19.585,20.56666667,21.77666667,21.67333333,21.27333333
Avp,38.22,35.92666667,32.49666667,34.65666667,31.79666667
Il2,9.19,10.29333333,9.66,10.70666667,10.34333333
Cxcl3,162.92,342.4733333,300.2433333,157.4866667,99.92333333
Insr,14.655,13.52,15.43666667,15.13333333,14.27333333
Cxcl5,33.27,27.58666667,26.28333333,25.52666667,19.98
Sncb,32.995,29.90333333,33.34333333,29.17333333,31.42666667
Lilra2,13.62,12.28,13.50333333,14.00666667,13.35
Pklr,17.35,17.59666667,18.78,18.65666667,18.05333333
Chrnb3,10.605,11.18,12.08333333,10.60333333,11.32666667
Ncr1,9.56,10.57,11.62,10.5,10.27666667
Ccl22,40.715,38.90333333,44.15666667,39.70333333,41.63333333
Upk2,13.29,14.99,14.27666667,13.21333333,13.19333333
Adprh,45.495,51.98666667,44.29,59.06666667,63.94333333
Scn7A,8.39,8.17,9.13,9.1,8.59
Bmp8B,23.45,26.51,19.87,27.47,25.34333333
Pax4,7.1,7.483333333,7.07,6.276666667,7.463333333
Chrna2,50.465,47.02,44.87666667,49.97333333,51.05666667
Cacna1G,15.445,12.57333333,16.21666667,11.57333333,10.51
Akap9,7.875,8.45,8.73,8.246666667,8.206666667
Lilra1,11.255,10.93,10.89666667,9.986666667,10.69
Sez6L,26.205,26.13666667,23.85666667,25.87333333,29.7
Cfhr4,9.955,11.52666667,10.71333333,11.59333333,11.04666667
Flnc,706.66,643.5466667,495.6566667,497.3433333,537.07
Nvl,499.09,452.84,516.74,459.67,564.4733333
Krt76,21.675,22.36666667,22.01333333,23.6,25.31666667
Adam11,31.975,28.47,26.59333333,26.97,34.09333333
Tfr2,79.43,69.67666667,108.15,91.23666667,75.71666667
Gucy2D,16.25,17.67666667,18.22,19.28333333,19.9
S100G,12.49,14.01,12.04,12.35666667,13.11
Calcr,18.475,16.12666667,24.33333333,16.77,24.93333333
Sardh,33.765,21.87666667,27.26333333,18.66,18.21666667
Cd40Lg,32.765,31.86,31.08666667,33.05333333,32.39333333
Sry,15.35,13,14.72666667,13.15,14.05333333
Tcl6,16.96,15.69,15.31,14.44,15.19666667
Naaladl1,25.89,26.13666667,28.23666667,25.33333333,28.79333333
Crhr2,16.69,18.12,16.87333333,20.67333333,23.03666667
Gip,11.71,12.96666667,11.90333333,12.06,13.40666667
Ccl17,43.815,40.61333333,38.96333333,40.93,44.59333333
Il12B,7.11,7.453333333,7.446666667,7.353333333,7.806666667
Il5Ra,13.43,14.6,13.98333333,14.59666667,16.69666667
Lnpep,37.75,51.87666667,37.86333333,54.73333333,56.39666667
Il3,10.3,11.31666667,11.17333333,10.54666667,10.87666667
Tnfsf14,17.625,18.09,17.94666667,17.32,19.48
Krt2,17.27,15.06666667,14.74333333,13.28666667,17.55
Scgb1D1,10.05,8.656666667,8.95,8.836666667,9.31
Tgm5,47.83,51.24666667,46.74333333,46.95666667,41.25
Cyp2F1,8.77,8.696666667,9.44,8.816666667,9.746666667
Evx1,38.235,40.42,35.21,37.94,34.17333333
Rbmy2Bp,12.09,12.57,12.04666667,13.69333333,12.53666667
Nudt13,73.05,64.47,76.92333333,52.38666667,50.01333333
Zfx,193.78,166.8,172.6933333,165.47,136.2866667
Maea,2036.245,1697.923333,1982.666667,1767.493333,2001.81
Cst5,21.85,24.33666667,24.49666667,22.44333333,25.23333333
Gp5,15.945,20.08666667,18.7,16.51,19.07333333
Glra3,7.08,6.88,7.426666667,7.18,7.076666667
Grpr,74.63,65.92333333,61.74666667,57.97666667,64.95
Lcn1,33.25,39.85666667,37.29333333,31.10666667,33.42333333
Pfkfb2,45.87,49.91,50.08666667,48.39666667,48.07
Ifna8,8.22,8.2,7.83,9.39,8.413333333
Zp2,19.855,19.53,21.26666667,19.69333333,22.28333333
Rfpl1,7.97,7.766666667,7.656666667,7.363333333,7.566666667
Krt13,9.685,11.07333333,10.59,9.973333333,10.53666667
Rfpl3,36.605,29.70333333,34.33,34.65333333,34.61
Pi15,23.815,27.15666667,28.9,27.83333333,29.67333333
Rbm39,1765.365,2233.326667,2221.546667,2833.156667,2981.796667
Ocm2,11.555,10.93,10.95333333,10.34,10.69
Csnk1D,701.145,767.55,809.6733333,738.1133333,821.67
Maml3,28.8,30.38666667,30.59,30.96666667,32.42333333
Csn2,10.685,9.95,10.47,9.956666667,10.03666667
Il5,8.62,7.963333333,9.27,8.823333333,7.53
Gata2,54.385,65.42,59.41333333,54.98333333,70.01666667
Ccl27,10.85,11.71,11.32333333,12.46666667,11.43
Prkcb,11.025,10.89,9.76,9.873333333,10.44
Dnah9,24.645,24.18,25.52,25.12333333,23.14
Capn11,23.355,25.65333333,26.23,24.61,23.91
Kif25-As1,16.53,13.94,14.93666667,13.89666667,14.19333333
Ifna4,12.13,11.5,10.60333333,11.76,12.96666667
Neurog3,14.145,17.66,16.47666667,16.38333333,17.7
Glg1,1892.475,1724.646667,1663.053333,1717.24,1223.1
Vps45,29.345,28.83333333,26.79666667,29.67,31.56333333
Mef2C,56.17,65.84,52.52666667,75.77,56.39
Glra1,10.035,10.75,9.553333333,12.25,10.30333333
Dpt,27.2,27.51666667,29.19666667,30.85333333,35.11
Nr4A3,13.6,14.25333333,14.93,14.73333333,16.59666667
Cited2,2235.575,2420.783333,2016.696667,2318.71,2162.043333
Esrrg,52.92,53.84333333,42.39,56.32666667,67.32666667
Stag2,611.82,636.24,622.68,684.2433333,685.8066667
Mpp2,85.25,82.50666667,78.92333333,73.78666667,82.14
Cyb561,23.645,23.71333333,22.61666667,17.93666667,19.27333333
Gnrh1,12.755,11.37,12.32333333,10.48,11.82333333
Arpc2,2859.035,2690.61,3209.416667,3173.633333,3437.086667
Oprm1,9.305,9.556666667,9.846666667,8.973333333,10.06333333
Ampd3,88.8,66.69333333,70.62666667,58.24666667,40.32
Chp1,186.28,183.31,172.65,187.7133333,141.7333333
Clec4M,13.27,13.4,13.86666667,12.39,13.03333333
Gml,13.205,14.45,13.28333333,12.88333333,13.45666667
Acot7,1310.18,1346.073333,1266.056667,1482.3,1541.853333
Nfat5,348.45,228.89,367.33,251.4366667,297.9366667
Oprpn,13.81,15.14333333,13.14666667,12.91666667,15.28333333
Ntn1,16.095,15.84,16.46,20.06,19.32
Foxi1,11.59,13.68666667,11.99333333,14.62666667,15.49
Ces3,11.17,12.05333333,12.60333333,14.64333333,13.79333333
Tbc1D29P,16.7,17.41,15.91,15.68333333,16.13
Arhgef16,126.725,135.9533333,135.02,132.1233333,130.38
Sp110,192.23,154.1466667,175.9466667,159.4133333,151.4533333
Hck,31.365,31.47666667,31.12333333,34.89666667,34.64666667
Znf157,7.28,6.773333333,7.793333333,7.37,7.41
Cacna1C,23.585,21.07333333,23.69333333,19.45,21.95666667
Rfc1,508.475,541.6333333,508.0833333,571.8333333,590.0966667
Cdc14B,365.115,388.75,317.7933333,369.6866667,314.0366667
Tnfrsf4,24.425,24.45,25.07333333,24.44666667,21.99666667
H4C6,10.03,9.043333333,9.53,9.786666667,9.263333333
Tll2,8.87,10.26666667,10.26666667,10.21333333,11.88666667
Gpx5,16.97,19.08666667,15.78666667,17.75666667,19.11
Add1,2309.67,2242.766667,1738.026667,1617.72,1438.443333
Rfx2,45.835,51.58,51.6,51.09666667,54.24666667
Zfhx3,139.29,120.2166667,147.19,174.4266667,203.5766667
Proz,45.86,40.02333333,42.06,40.07333333,43.78333333
Grm6,11.62,12.34333333,12.26333333,12.23,13.53666667
Opn1Sw,12.965,13.87333333,13.33,14.03666667,15.47333333
Madcam1,33.555,31.02666667,33.21,30.32666667,33.32
Il1Rl2,20.645,17.87333333,13.96,18.33333333,17.11333333
Slc9A2,20.255,24.60333333,22.53666667,20.61333333,22.61
Mybpc3,83.155,87.03,87.02,70.03333333,82.25
Grk1,20.545,20.67,20.59333333,18.19333333,19.15
Aggf1,281.655,227.7766667,247.44,208.9833333,191.9566667
Ppard,67.63,56.62,66.64,53.88666667,57.67333333
H4C1,12.11,11.31666667,12.31333333,11.05,11.31333333
Nab1,48.915,57.08,40.70666667,54.16,35.6
Tacr1,22.425,23.85,26.51,26.37666667,22.72
Casp2,132.415,100.5533333,132.9766667,116.5333333,140.68
Paip1,1073.99,997.5266667,1135.566667,1159.68,1381.366667
Ceacam3,67.545,79.81,74.82333333,73.45,78.06333333
Gucy2F,10.93,11.92666667,11.98333333,11.57,11.87
Herc4,14.6,11.28333333,11.90333333,12.35333333,10.49
Cbfa2T3,12.355,13.95,13.64333333,13.69,14.59333333
Ccr8,18,18.25666667,17.67,16.85333333,19.25333333
Capn9,16.015,16.24666667,13.23333333,14.57666667,15.49
St8Sia3,11.715,10.97,11.12,11.76,13.88333333
Gtf2B,774.08,607.42,828.5566667,589.82,521.9966667
Uty,90.05,106.9766667,96.96333333,100.4433333,94.56666667
Rev3L,459.405,578.44,407.21,617.3233333,554.0066667
Lair1,48.765,48.91666667,45.92666667,52.70333333,49.97
Dgkd,411.105,406.06,349.34,334.2766667,258.53
Ccl7,8.565,8.153333333,9.186666667,8.566666667,9.11
H4C4,14.37,15.87,14.1,16.37333333,13.33666667
Znf442,15.745,19.62333333,21.29,18.23666667,15.75
Zbp1,13.75,13.95666667,14.45,15.22,13.09
Cfhr5,9.02,9.08,8.463333333,9.88,8.46
Aire,43.505,48.58333333,45.25666667,40.86,52.47333333
Vopp1,1164.185,1022.046667,1014.143333,778.7166667,878.9033333
Cyria,22.22,25.44333333,23.91666667,21.32333333,20.65
Ndel1,355.44,467.9433333,385.2166667,418.9633333,366.7433333
Yju2B,297.865,320.0366667,325.1933333,322.5933333,264.4366667
Col21A1,11.57,13.45333333,11.56666667,13.69666667,12.51666667
Tmx1,970.785,938.1866667,947.6566667,903.5733333,871.0033333
Sema6C,73.745,70.89,69.78666667,76.43,70.22666667
Urm1,674.36,637.2066667,701.4266667,662.94,628.1666667
Psd,32.42,28.30333333,31.65,34.02333333,31.27
Anp32E,264.555,246.0866667,223.9166667,237.6466667,209.58
Gipr,16.35,14.20666667,13.78333333,13.64,14.94333333
Psg6,17.81,21.15666667,17.35666667,16.67,22.13666667
Rexo5,254.645,262.6933333,248.4233333,200.8966667,137.5
Avpr2,19.34,20.58333333,18.62666667,19.28,21.12666667
Linc00597,36.965,37.72,26.76,28.52,22.28333333
Ehd1,653.095,563.79,587.0266667,409.7066667,375.92
Pabpc3,6477.42,5845.143333,6939.04,6304.886667,5651.646667
Isg20L2,810.405,758.1566667,844.77,761.5533333,726.8166667
Edrf1,30.96,32.76,33.07666667,31.13,31.58333333
Man1A1,695.05,1034.286667,828.0433333,1184.053333,1058.93
Las1L,755.87,727.4366667,829.4333333,913.5166667,1045.596667
Kcnb2,10.155,9.606666667,9.536666667,9.643333333,9.343333333
Sema4F,31.535,32.89,29.70333333,31.78666667,32.42666667
Cyp2C18,28.105,28.93666667,26.70333333,28.09,20.22
Socs5,103.73,86.72666667,95.91,75.30333333,78.18
Tbxas1,19.15,17.55666667,17.55,16.28666667,17.33666667
Ptgis,61.765,52.70666667,53.09666667,41.91,44.38
Prrc2A,544.995,530.05,603.5933333,595.3466667,487.8966667
Psg2,13.415,14.74333333,12.71,14.18333333,14.23333333
Znf205-As1,10.75,13.20333333,11.69333333,11.40666667,11.9
Gast,59.295,71.42666667,65.30333333,64.64666667,69.10666667
Dohh,225.8,253.8833333,298.16,262.9333333,316.1
Eddm3A,8.005,7.53,7.453333333,7.403333333,7.64
Cpvl,1023.33,749.0466667,1065.413333,911.9,1445.27
Cyp2C8,16.265,15.11666667,15.16666667,10.41,10.69
Myh4,75.76,100.3166667,130.6766667,144.1633333,77.15666667
Ddx11,573.145,565.25,586.2433333,710.5233333,706.1133333
Ddx17,637.305,449.18,527.4066667,474.5133333,408.8966667
Ddx21,3405.235,3776.04,3975.503333,4497.566667,5049.516667
Fat2,27.11,25.37333333,25.46333333,28.98666667,28.70666667
Eppk1,238.28,145.99,179.5966667,185.4966667,271.6933333
Abcc3,401.38,333.38,390.5166667,366.49,252.3666667
Osbpl7,35.57,36.55666667,37.13,35.89666667,39.21333333
Il9R,24.96,25.08333333,27.16666667,24.70666667,27.56666667
Prss16,12.5,12.72666667,13.10666667,12.4,14.92333333
Chit1,12.68,12.50666667,11.81666667,11.63666667,13.50333333
Ptger3,9.095,9.913333333,9.716666667,8.823333333,9.46
Trim31,158.835,277.9066667,100.6,158.0333333,82.91
Ifnb1,15.315,12.51666667,15.33666667,12.65666667,15.74333333
Zrsr2,302.355,296.47,270.5733333,251.87,289.1466667
Dmp1,7.49,7.056666667,8.046666667,7.41,7.52
Dux1,86.095,89.47,83.25333333,93.03666667,84.00333333
Slc34A1,23.94,29.23666667,32.02666667,28.60333333,28.60666667
Trio,377.32,316.4633333,336.52,373.7166667,372.02
Kir2Dl3,33.79,31.70666667,28.51666667,33.25,38.76
H4C8,85.89,214.9533333,111.47,203.5633333,146.5533333
Ifna14,9.8,9.97,10.31333333,10.09333333,10.45333333
Tacr3,15.465,16.71333333,15.82333333,15.83333333,18.46666667
Lipe,37.68,29.62,36.09333333,33.45333333,31.07333333
Krt9,32.35,43.37333333,31.98666667,43.69333333,43.58
Myo7A,113.775,108,113.0166667,101.3666667,88.39666667
Lsr,342.64,261.5333333,319.8066667,229.8833333,183.0833333
Psg4,24.28,22.15,22.47333333,22.25666667,22.39
Il9,10.22,13.03666667,10.90666667,9.616666667,10.49333333
Stam2,50.855,69.62666667,53.26666667,70.36,49.47333333
Nfatc1,83.46,76.64333333,83.58,75.01666667,86.43333333
Kir2Ds1,47.75,45.68333333,46.38666667,44.55,51.50666667
Zbtb14,54.835,65.78,78.14,81.32666667,98.72333333
Il1A,52.45,50.53,40.11333333,35.95666667,30.97
Jade2,69.685,66.22333333,78.74666667,58.00666667,58.56333333
Kir2Ds5,44.04,44.03666667,50.87,41.64333333,50.83666667
Cav3,65.17,58.97,63.25333333,73.82,74.22
Pcdha9,28.775,27.18,25.87,24.74333333,29.23333333
Rasgrp2,14.21,15.17333333,14.07666667,14.35666667,16.15666667
Myh13,25.94,23.77333333,24.96,24.03666667,28.99333333
C4Bpb,523.955,408.4066667,527.6733333,644.8233333,759.8533333
Mas1,23.36,24.84333333,28.59666667,21.53666667,24.21
Alk,15.95,17.19333333,16.51666667,16.05333333,17.73666667
Kcnab1,19.54,16.74,15.49,15.30333333,16.63666667
Adrb1,10.785,13.38333333,12.96333333,11.10666667,11.72666667
Drd4,22.33,21.61,23.13333333,20.71,18.06
Dlx4,21.94,25.14333333,22.56,22.02666667,17.34666667
Gabrr2,52.38,47.02666667,45.52666667,43.01333333,44.86666667
Amely,14.065,13.07,14.62,12.56333333,14.32
Slit1,17.005,19.49666667,18.79666667,18.75666667,20.44666667
Hoxb1,25.215,24.63,24.79333333,26.76333333,27.23333333
Rax,50.65,54.00666667,51.4,55.24333333,57.35666667
Bmp3,19.07,18.29333333,19.21666667,20.27666667,20.14666667
Rab9Bp1,6.895,7.12,7.763333333,7.743333333,7.87
Erc2-It1,13.715,12.86333333,14.52666667,14.90666667,14.70666667
Aplp2,4483.635,4590.013333,4692.433333,5242.776667,5008.106667
Tgds,308.325,321.8566667,328.67,351.4866667,395.68
Dmbt1,56.83,55.28666667,50.14666667,51.17333333,61.24666667
Kcnc4,65.925,51.46,64.44333333,47.26666667,52.95666667
Chst3,58.085,88.45,67.92666667,109.9566667,107.2966667
Siglec8,10.085,11.69,13.04,10.28666667,11.12
Fkbp8,133.67,148.6466667,162.0666667,156.81,137.91
Psg1,30.955,32.46666667,32.29333333,32.75,33.91333333
Gas2L1,119.255,151.87,121.05,114.5133333,110.33
Ifna7,10.945,12.32,10.72,10.95,12.32333333
Avpr1B,73.61,79.39,77.92333333,76.17,90.83
Ifna10,10.485,10.12,10.08,10.19,10.68666667
Mefv,41.375,51.77666667,43.77333333,39.98,49.93
Srp72,7.6,7.38,7.62,7.38,8.173333333
Eif3J,359.21,409.4633333,414.8533333,435.4533333,433.24
C2Orf83,17.13,18.43,21.84333333,19.28333333,17.44333333
C8Orf17,12.845,12.47333333,13.96333333,14.35,14.57
Rnpep,1075.135,1192.64,1116.086667,1246.096667,1177.39
Papolb,8.555,7.823333333,7.256666667,8.076666667,8.096666667
Utf1,21.86,22.47333333,23.87666667,23.08,23.50666667
Pitx3,52.8,50.62333333,44.80666667,49.49666667,50.36333333
Fbxw10B,28.73,29.53666667,35.05,30.60333333,29.41
Gage1,9.025,9.196666667,9.066666667,9.98,10.65333333
Or7A5,19.305,22.47333333,19.14666667,21.02666667,19.85
Hcg9,39.63,34.29,37.68,34.14666667,34.54666667
Abcb11,10.34,8.933333333,10.22666667,8.796666667,8.526666667
Ei24,410.865,376.9633333,376.6966667,282.8566667,224.55
Eif5,1450.045,1010.936667,1026.403333,786.6333333,942.4266667
Th,10.17,10.49333333,11.33,10.8,10.89
Bmp10,19.59,18.85,20.43333333,19.56333333,19.27
Tnfaip8,222.715,244.2333333,163.4133333,182.2466667,136.8433333
Evi5,58.445,46.78333333,51.37666667,43.90666667,37.53
Cacna1I,36.78,42.04,48.36333333,48.93666667,44.74
Ptprh,282.215,234.87,263.3933333,283.04,246.4766667
Hmhb1,8.605,10.58333333,9.25,9.7,10.83666667
Crlf2,20.525,19.76666667,18.48666667,17.56666667,21.03
Ccr3,24.55,18.56333333,23.61,17.59333333,16.00666667
Pgr,9.19,9.59,9.673333333,9.36,9.76
Gpi,3238.98,3194.9,3187.676667,3126.87,2570.803333
Malt1,389.225,344.7933333,352.2266667,350.6466667,320.9933333
Gpr50,14.015,14.12,16.12333333,13.20333333,15.77
Rrh,13.65,13.36333333,13.59666667,15.53666667,13.89666667
Traf3,129.01,141.48,126.2466667,108.1,92.42
Rbm3,3314.79,3160.78,3064.786667,3002.296667,2866.353333
Cabp1,23.575,22.82333333,25.10666667,21.55,24.68666667
St3Gal1,97.645,103.74,121.7666667,93.35,113.23
Anxa13,192.61,158.29,204.12,156.0066667,78.64
Akap13,16.385,14.33666667,14.83666667,12.80666667,15.57333333
Cyp2A13,48.685,45.13333333,47.73,47.18333333,39.09666667
Mef2A,51.575,83.42666667,54.60666667,68.11333333,57.09666667
Pbov1,10.66,10.04666667,10.48333333,11.08666667,11.49
Alx4,37.26,36.86666667,37.79333333,33.98,38.67
Bpy2,9.975,10.35,9.503333333,9.206666667,10.98
Lhx5,44.1,48.84333333,49.62333333,49.36,47.89
Ackr1,20.245,21.53333333,18.86666667,18.79666667,20.76333333
P2Rx3,12.21,14.23666667,13.72666667,12.12666667,13.56666667
Casp4Lp,9.02,8.833333333,9.433333333,8.963333333,9.2
Ifna13,20.54,23,19.23666667,19.31,21.44666667
Pou3F1,10.06,10.47333333,11.43666667,11.13333333,11.44
Ppbpp2,15.74,15.32666667,14.96,14.71,15.59
Cblb,8.98,8.55,8.873333333,9.256666667,8.133333333
Trpa1,17.31,16.03666667,17.09666667,16.51333333,16.80666667
Csn1S1,12.325,11.23333333,11.45,12.77333333,12.28
Slc12A3,24.645,24.37666667,26.55333333,25.18333333,25.54666667
Csh1,13.325,13.69666667,12.77333333,13.27,14.58666667
Ugt8,115.875,99.42666667,90.49333333,94.78666667,87.74666667
Kcnj4,12.015,11.28666667,11.41333333,11.49666667,14.09666667
Ervh-4,18.72,18.20666667,17.57,17.94666667,16.96333333
Polr3D,336.04,382.2366667,420.8133333,504.1133333,543.01
Pcdh11X,9.57,10.26,10.29,9.753333333,9.586666667
Brca2,165.34,256.8166667,156.82,245.5033333,210.7233333
Rcan1,1680.165,2344.64,1610.573333,2498.876667,2366.846667
Ring1,313.48,321.7033333,364.6266667,361.2233333,344.7766667
P2Ry6,175.725,164.6033333,172.7333333,110.2533333,135.6
Capza1,2997.63,2484.426667,2470.893333,2026.916667,2391.053333
Ifna1,7.385,7.71,7.333333333,7.723333333,8.276666667
Ccr4,14.48,16.27666667,19.00333333,15.16666667,19.89333333
Cacna1F,26.795,25.95,25.03333333,28.02,30.36666667
Fgf5,19.235,16.49666667,17.40333333,18.27333333,19.1
Npy2R,18.77,25.86,22.88666667,20.83666667,23.53666667
Lbx1,15.78,17.09333333,16.07666667,17.43333333,17.50666667
Sgpl1,33.75,35.52666667,44.20333333,57.23666667,43.46
Dmc1,11.035,12.07,11.46,11.64333333,15.66
Pck1,13.885,12.79666667,14.19666667,12.54,13.38
Mid2,118.77,106.9766667,95.93666667,109.3,140.7566667
Nr2E3,23.845,25.88333333,23.83333333,24.94333333,26.3
Mmp24,57.695,38.91333333,46.90333333,37.85,35.58
Glp1R,81.19,79.25333333,81.80666667,73.42,82.44333333
Rad50,243.745,267.6033333,294.7266667,419.68,464.0666667
Esm1,9.495,9.003333333,9.74,8.556666667,9.32
Urb1,36.315,35.17666667,38.35333333,35.11,43.20333333
Kcnj5,59.445,63.84333333,56.83666667,62.13,68.18333333
Tbpl1,715.85,608.4966667,722.23,500.98,459.0966667
Edn3,10.09,9.773333333,10.19,9.326666667,9.323333333
Il17A,9.17,10.08,9.433333333,9.23,11.7
Max,183.975,145.21,200.6333333,184.3133333,205.54
Cd164,3905.035,3691.91,3903.453333,3959.936667,3947.33
