TF	Gene	Input
Jdp2	Cav2	1
Jdp2	Fads3	1
Jdp2	Pald1	1
Jdp2	Parvb	1
Jdp2	Pcolce2	1
Jdp2	Rasl11a	1
Jdp2	Samd4	1
Jdp2	St3gal2	1
Jdp2	Trib2	1
Jdp2	Trpv2	1
Jdp2	Aebp1	1
Bdnf	Ankrd1	1
Bicd2	Rarg	1
Bicd2	Mef2a	1
Bicd2	Rela	1
Bmper	Prrx1	1
Bmper	Nr2f1	1
Cav2	Ptges2	1
Cav2	Mef2a	1
Cav2	Nr6a1	1
Fads3	Ankrd1	1
Fads3	Tead4	1
Fads3	Rela	1
Pald1	Hlx	1
Parvb	Aebp1	1
Pcolce2	Ankrd1	1
Pcolce2	Hopx	1
Samd4	Ankrd1	1
Samd4	Nfix	1
Samd4	Prrx1	1
Samd4	Zfhx3	1
St3gal2	Aebp1	1
St3gal2	Etv5	1
Trib2	Pbx2	1
Trib2	Zbtb43	1
Trpv2	Irf5	1
Dedd	Fyn	1
Dedd	Gria3	1
Dedd	Grasp	1
Dedd	0610007P14Rik	1
Dedd	Abcb8	1
Dedd	Akap1	1
Dedd	Coq5	1
Dedd	Entpd5	1
Dedd	Fbxw9	1
Dedd	Gfm2	1
Dedd	Got1	1
Dedd	Gsr	1
Dedd	Mrpl12	1
Dedd	Nubp1	1
Dedd	Tmem183a	1
Dedd	Tmem69	1
Dedd	Ubxn8	1
Dedd	Zswim7	1
Dedd	Zfp64	1
Gria3	Zfp105	1
Gria3	Taf12	1
Abcb8	Cenpb	1
Abcb8	Pias4	1
Akap1	Gtf2b	1
Akap1	Tcea3	1
Akap1	Phf21a	1
Akap1	Creb3l2	1
Coq5	Phb	1
Coq5	Ptges2	1
Coq5	Sod2	1
Fbxw9	Mecp2	1
Fbxw9	Bptf	1
Got1	Lrpprc	1
Gsr	Ctnnb1	1
Mrpl12	Phb	1
Mrpl12	Edf1	1
Mrpl12	Ptges2	1
Mrpl12	Creb3l2	1
Nubp1	Zfp64	1
Nubp1	Mybbp1a	1
Nubp1	Tgif1	1
Nubp1	Thra	1
Nubp1	Gabpb1	1
Nubp1	Rnf4	1
Tmem69	Gon4l	1
Tmem69	Phf21a	1
Tmem69	Zkscan1	1
Ubxn8	Mecp2	1
Ubxn8	Zfp46	1
Ubxn8	Phf21a	1
Ubxn8	Ssbp2	1
Cenpb	Arid2	1
Cenpb	Prdm2	1
Cenpb	Ing1	1
Cenpb	Sec11a	1
Cenpb	Tmem167	1
Cenpb	Mphosph10	1
Cenpb	Rbm17	1
Cenpb	Aes	1
Cenpb	Akt1	1
Cenpb	Asna1	1
Cenpb	Bsg	1
Cenpb	Cdc42bpb	1
Cenpb	Cux1	1
Cenpb	Dalrd3	1
Cenpb	Dapk3	1
Cenpb	Dctn1	1
Cenpb	Drap1	1
Cenpb	Gnb2	1
Cenpb	Ldb1	1
Cenpb	Mlf2	1
Cenpb	Mob2	1
Cenpb	Mpv17l2	1
Cenpb	Necap2	1
Cenpb	Nosip	1
Cenpb	Nrbp1	1
Cenpb	Pef1	1
Cenpb	Ppp5c	1
Cenpb	Rab18	1
Cenpb	Rbck1	1
Cenpb	Rps6kb2	1
Cenpb	Scand1	1
Cenpb	Sh3glb2	1
Cenpb	Spop	1
Cenpb	Sqstm1	1
Cenpb	0610031J06Rik	1
Arid2	Gtf2b	1
Arid2	Edf1	1
Arid2	Pbrm1	1
Arid2	Zfp280d	1
Arid2	Bptf	1
Arid2	Phf21a	1
Arid2	Smad2	1
Prdm2	Rbck1	1
Prdm2	Rps3	1
Prdm2	Edf1	1
Prdm2	Nono	1
Prdm2	Gmeb1	1
Ing1	Rps3	1
Ing1	Zfp46	1
Ing1	Gmeb1	1
Sec11a	Rbck1	1
Sec11a	Rps3	1
Sec11a	Drap1	1
Sec11a	Rbl2	1
Sec11a	Trim27	1
Sec11a	Ldb1	1
Tmem167	Drap1	1
Tmem167	Foxj2	1
Tmem167	Ldb1	1
Tmem167	Taf8	1
Mphosph10	Rbck1	1
Mphosph10	Smarce1	1
Mphosph10	Rbl2	1
Mphosph10	Trim27	1
Mphosph10	Pa2g4	1
Mphosph10	0610031J06Rik	1
Mphosph10	Ldb1	1
Rbm17	Rps3	1
Rbm17	Nono	1
Rbm17	Rbl2	1
Rbm17	Trim27	1
Rbm17	Gmeb1	1
Rbm17	Hdgf	1
Aes	Rbck1	1
Aes	Gtf2b	1
Aes	Vps72	1
Aes	Drap1	1
Aes	Rnf10	1
Aes	Zfp395	1
Aes	Cxxc1	1
Aes	Pknox1	1
Aes	Atf1	1
Aes	Srebf2	1
Aes	Hsf1	1
Aes	Taf13	1
Akt1	Vps72	1
Akt1	Ncor2	1
Akt1	0610031J06Rik	1
Akt1	Ldb1	1
Asna1	Rbck1	1
Asna1	Ctnnb1	1
Asna1	Vps72	1
Asna1	Drap1	1
Asna1	Cxxc1	1
Asna1	Pknox1	1
Asna1	Atf6b	1
Asna1	Mbd3	1
Asna1	Hsf1	1
Asna1	0610031J06Rik	1
Asna1	Taf13	1
Bsg	Rbck1	1
Bsg	Ctnnb1	1
Bsg	Gtf2b	1
Bsg	Vps72	1
Bsg	Drap1	1
Bsg	Edf1	1
Bsg	Cxxc1	1
Bsg	Nfya	1
Bsg	Atf6b	1
Bsg	Phf21a	1
Bsg	Yy1	1
Bsg	Srebf2	1
Bsg	Taf4a	1
Bsg	0610031J06Rik	1
Bsg	Taf13	1
Cdc42bpb	Rbck1	1
Cdc42bpb	Vps72	1
Cdc42bpb	Drap1	1
Cdc42bpb	Wbp7	1
Cdc42bpb	Srebf2	1
Cdc42bpb	0610031J06Rik	1
Cdc42bpb	Ldb1	1
Cux1	Rbck1	1
Cux1	Ccnt1	1
Cux1	Prdx4	1
Cux1	Ecd	1
Cux1	Klhl12	1
Cux1	Adar	1
Cux1	Mcmbp	1
Cux1	Tle4	1
Dalrd3	Rbck1	1
Dalrd3	Rps3	1
Dalrd3	Zfp46	1
Dalrd3	Smarce1	1
Dalrd3	Rbl2	1
Dalrd3	Gmeb1	1
Dalrd3	Safb2	1
Dalrd3	0610031J06Rik	1
Dapk3	Pias4	1
Dapk3	Cxxc1	1
Dapk3	Tfpt	1
Dapk3	Mbd3	1
Dctn1	Rbck1	1
Dctn1	Gtf2b	1
Dctn1	Vps72	1
Dctn1	Drap1	1
Dctn1	Wbp7	1
Dctn1	Atf6b	1
Dctn1	Zfp579	1
Dctn1	Ncor2	1
Dctn1	Pcgf2	1
Dctn1	Srebf2	1
Dctn1	Hdac4	1
Dctn1	Taf4a	1
Dctn1	Ldb1	1
Dctn1	Taf13	1
Drap1	Rbck1	1
Drap1	Gtf2b	1
Drap1	Vps72	1
Drap1	1700123O20Rik	1
Drap1	Rbm4	1
Drap1	Vps4b	1
Drap1	Impa1	1
Drap1	Unkl	1
Drap1	Atad2b	1
Drap1	Rbm34	1
Drap1	Eml4	1
Drap1	2610002J02Rik	1
Drap1	Edc3	1
Drap1	Papd5	1
Drap1	Parp11	1
Drap1	Prl14l	1
Drap1	Wdr61	1
Drap1	Cog3	1
Drap1	Sde2	1
Drap1	Ttc13	1
Drap1	Usp6nl	1
Drap1	Tmem128	1
Drap1	E330009J07Rik	1
Drap1	Polg2	1
Drap1	Wdr11	1
Drap1	2810021J22Rik	1
Drap1	Slc35e2	1
Drap1	Eef1g	1
Drap1	Ufm1	1
Drap1	Tmem191c	1
Drap1	Cacfd1	1
Drap1	Oxnad1	1
Drap1	Gcsh	1
Drap1	Cox17	1
Drap1	BC052040	1
Drap1	Arpc5l	1
Drap1	Spast	1
Drap1	2810428I15Rik	1
Drap1	Adipor1	1
Drap1	Akt1s1	1
Drap1	Arhgap10	1
Drap1	Asb8	1
Drap1	Atp5l	1
Drap1	Bag6	1
Drap1	Capzb	1
Drap1	Cdc34	1
Drap1	Crat	1
Drap1	Csnk2b	1
Drap1	Cyhr1	1
Drap1	Dctn2	1
Drap1	Dmpk	1
Drap1	Fam53a	1
Drap1	Fastk	1
Drap1	Fbrs	1
Drap1	Fbxw5	1
Drap1	Gabarap	1
Drap1	Gys1	1
Drap1	Hadha	1
Drap1	Hipk3	1
Drap1	Immt	1
Drap1	Josd2	1
Drap1	Man1b1	1
Drap1	Mkl1	1
Drap1	Mlf2	1
Drap1	Mob2	1
Drap1	Mrpl14	1
Drap1	Mrps18a	1
Drap1	Ncor2	1
Drap1	Ndufa7	1
Drap1	Nf2	1
Drap1	Nosip	1
Drap1	Pacs2	1
Drap1	Pdk2	1
Drap1	Phpt1	1
Drap1	Plekho1	1
Drap1	Ppp1r11	1
Drap1	Ppp1r12c	1
Drap1	Psme1	1
Drap1	Rab28	1
Drap1	Rabac1	1
Drap1	Sav1	1
Drap1	Scaf1	1
Drap1	Sdhc	1
Drap1	Sepw1	1
Drap1	Sgta	1
Drap1	Snta1	1
Drap1	Spop	1
Drap1	Sqstm1	1
Drap1	Srebf2	1
Drap1	Tbc1d10a	1
Drap1	Tmem2	1
Drap1	Tsc2	1
Drap1	Ube3b	1
Drap1	Ubl7	1
Drap1	Vegfb	1
Drap1	Zdhhc5	1
Drap1	Znhit1	1
Drap1	Atf6b	1
Drap1	Ldb1	1
Drap1	Taf13	1
Gnb2	Rbck1	1
Gnb2	Wbp7	1
Gnb2	Atf6b	1
Gnb2	Mbd3	1
Gnb2	Taf4a	1
Gnb2	Ldb1	1
Ldb1	Rbck1	1
Ldb1	Cct4	1
Ldb1	Ptdss1	1
Ldb1	Vps4b	1
Ldb1	Pgk1	1
Ldb1	Cycs	1
Ldb1	Oxnad1	1
Ldb1	Zfp706	1
Ldb1	Ebna1bp2	1
Ldb1	Fam36a	1
Ldb1	2700097O09Rik	1
Ldb1	Mdh1	1
Ldb1	Cox17	1
Ldb1	Adprhl2	1
Ldb1	Akap8l	1
Ldb1	Arap1	1
Ldb1	Bcl7b	1
Ldb1	Camk1	1
Ldb1	Ccdc85b	1
Ldb1	Ccnd3	1
Ldb1	Csnk1e	1
Ldb1	Csnk1g2	1
Ldb1	Ctsd	1
Ldb1	Fbxl6	1
Ldb1	Hdac5	1
Ldb1	Hopx	1
Ldb1	Ino80e	1
Ldb1	Josd2	1
Ldb1	Kat5	1
Ldb1	Mlf2	1
Ldb1	Mta2	1
Ldb1	Mum1	1
Ldb1	Nrbp1	1
Ldb1	Pcbp4	1
Ldb1	Phf12	1
Ldb1	Pld3	1
Ldb1	Polr3gl	1
Ldb1	Pou6f1	1
Ldb1	Ppp1ca	1
Ldb1	Prpf8	1
Ldb1	Rab7	1
Ldb1	Rabac1	1
Ldb1	Rnf216	1
Ldb1	Scand1	1
Ldb1	Spg21	1
Ldb1	Spop	1
Ldb1	Ssbp4	1
Ldb1	Tbc1d17	1
Ldb1	Tsc2	1
Ldb1	Vamp2	1
Ldb1	Vegfa	1
Ldb1	Zfp740	1
Ldb1	Zfp777	1
Mlf2	Rbck1	1
Mlf2	Ctnnb1	1
Mlf2	Vps72	1
Mlf2	Wbp7	1
Mlf2	Cxxc1	1
Mlf2	Nfya	1
Mlf2	Atf6b	1
Mlf2	Mbd3	1
Mlf2	Srebf2	1
Mlf2	0610031J06Rik	1
Mlf2	Taf13	1
Mob2	Rbck1	1
Mob2	Vps72	1
Mob2	Cxxc1	1
Mob2	Nfya	1
Mob2	Srebf2	1
Mob2	Taf13	1
Mob2	Taf12	1
Mpv17l2	Edf1	1
Mpv17l2	Taf12	1
Necap2	Ctnnb1	1
Necap2	Thap1	1
Necap2	Hes1	1
Necap2	0610031J06Rik	1
Necap2	Mta2	1
Nosip	Rbck1	1
Nosip	Vps72	1
Nosip	Atf6b	1
Nosip	Atf1	1
Nosip	Srebf2	1
Nosip	Mta2	1
Nrbp1	Rbck1	1
Nrbp1	Wbp7	1
Nrbp1	Cxxc1	1
Nrbp1	Srebf2	1
Nrbp1	Safb2	1
Pef1	Rbck1	1
Pef1	Atf6b	1
Pef1	0610031J06Rik	1
Pef1	Zbtb41	1
Ppp5c	Rbck1	1
Ppp5c	Pias4	1
Ppp5c	Cxxc1	1
Ppp5c	Atxn1l	1
Ppp5c	Atf6b	1
Ppp5c	Safb2	1
Ppp5c	Taf4a	1
Rab18	Ctnnb1	1
Rab18	Cxxc1	1
Rab18	Pknox1	1
Rab18	Tcea1	1
Rab18	Rnf4	1
Rbck1	Cct4	1
Rbck1	Tox4	1
Rbck1	Rbx1	1
Rbck1	Mettl9	1
Rbck1	Caml	1
Rbck1	Anapc16	1
Rbck1	8430410K20Rik	1
Rbck1	Cdc16	1
Rbck1	Psmc2	1
Rbck1	Zbtb41	1
Rbck1	Ran	1
Rbck1	BC024659	1
Rbck1	Zfp955a	1
Rbck1	Sde2	1
Rbck1	Tmx1	1
Rbck1	Tmeff1	1
Rbck1	Taf13	1
Rbck1	Rnf168	1
Rbck1	Ap2s1	1
Rbck1	Arap1	1
Rbck1	Arf5	1
Rbck1	Arpc4	1
Rbck1	Bag6	1
Rbck1	Bcl2l1	1
Rbck1	Capzb	1
Rbck1	Cdk11b	1
Rbck1	Ciz1	1
Rbck1	Cxxc1	1
Rbck1	Cyhr1	1
Rbck1	Dcaf12	1
Rbck1	Dctn2	1
Rbck1	Fastk	1
Rbck1	Fbrs	1
Rbck1	Fzr1	1
Rbck1	Gps2	1
Rbck1	Gpx4	1
Rbck1	Lime1	1
Rbck1	Ltbr	1
Rbck1	Man1b1	1
Rbck1	Map3k11	1
Rbck1	ORF61	1
Rbck1	Pcnxl3	1
Rbck1	Phf12	1
Rbck1	Plxnb2	1
Rbck1	Ppp1r16a	1
Rbck1	Psme1	1
Rbck1	Ring1	1
Rbck1	Rnf167	1
Rbck1	Rps6kb2	1
Rbck1	Safb2	1
Rbck1	Sbf1	1
Rbck1	Scaf1	1
Rbck1	Scand1	1
Rbck1	Sec31a	1
Rbck1	Senp2	1
Rbck1	Sh3glb2	1
Rbck1	Skiv2l	1
Rbck1	Slc4a2	1
Rbck1	Spns1	1
Rbck1	Srebf2	1
Rbck1	Tmbim6	1
Rbck1	Tmc6	1
Rbck1	Tpra1	1
Rbck1	Vps72	1
Rbck1	Zfpl1	1
Rbck1	0610031J06Rik	1
Rbck1	Zbtb10	1
Rps6kb2	Zfp46	1
Rps6kb2	Cxxc1	1
Rps6kb2	Safb2	1
Rps6kb2	Taf13	1
Scand1	Vps72	1
Scand1	Cxxc1	1
Scand1	Atf6b	1
Scand1	Mbd3	1
Scand1	0610031J06Rik	1
Scand1	Taf13	1
Sh3glb2	Cxxc1	1
Spop	Rbl2	1
Sqstm1	Pou6f1	1
Mecp2	Tmem97	1
Mecp2	Lsm2	1
Mecp2	Nek6	1
Mecp2	2610008E11Rik	1
Mecp2	2900056M20Rik	1
Mecp2	Ankrd12	1
Mecp2	Ash1l	1
Mecp2	Bcl2	1
Mecp2	Ccdc88a	1
Mecp2	Chd6	1
Mecp2	Ctbp1	1
Mecp2	E130307A14Rik	1
Mecp2	Epc2	1
Mecp2	Fam168b	1
Mecp2	Gm608	1
Mecp2	Gnaq	1
Mecp2	Gsk3b	1
Mecp2	Hp1bp3	1
Mecp2	Jtb	1
Mecp2	Klhl17	1
Mecp2	Man2a2	1
Mecp2	Mbd5	1
Mecp2	Nav1	1
Mecp2	Oaz1	1
Mecp2	Ostm1	1
Mecp2	Pik3ca	1
Mecp2	Ppp1r9a	1
Mecp2	Rab14	1
Mecp2	Rbmx	1
Mecp2	Ssbp2	1
Mecp2	Stx16	1
Mecp2	Trappc10	1
Mecp2	Tspyl4	1
Mecp2	Vamp4	1
Mecp2	Zfp46	1
Mecp2	Zfp68	1
Mecp2	Zmynd11	1
Mecp2	Zyg11b	1
Lsm2	Gtf2b	1
Lsm2	Mybbp1a	1
Lsm2	Cxxc1	1
Lsm2	Tcea1	1
Lsm2	Atf6b	1
Lsm2	Srebf2	1
Lsm2	Taf13	1
Lsm2	Taf12	1
Lsm2	Mta2	1
Nek6	Foxa2	1
2610008E11Rik	Rbmx	1
2610008E11Rik	Ssbp2	1
2900056M20Rik	Zfp148	1
2900056M20Rik	Homez	1
2900056M20Rik	Rfx3	1
2900056M20Rik	Ssbp2	1
Ankrd12	Ash1l	1
Ankrd12	Mll3	1
Ankrd12	Bptf	1
Ankrd12	Ncor1	1
Ankrd12	Crebbp	1
Ash1l	Bptf	1
Ash1l	Cbll1	1
Ash1l	Crebbp	1
Ash1l	Ctcf	1
Ash1l	Ddx6	1
Ash1l	Dnajb14	1
Ash1l	Gnaq	1
Ash1l	Gsk3b	1
Ash1l	Hectd1	1
Ash1l	Ino80d	1
Ash1l	Kif5b	1
Ash1l	Mbd5	1
Ash1l	Mll3	1
Ash1l	Mll5	1
Ash1l	Nipbl	1
Ash1l	Pbrm1	1
Ash1l	Phf20l1	1
Ash1l	Ppig	1
Ash1l	Rab22a	1
Ash1l	Ralbp1	1
Ash1l	Rsf1	1
Ash1l	Scaper	1
Ash1l	Srrm2	1
Ash1l	Thoc2	1
Ash1l	Tnrc6b	1
Ash1l	Wac	1
Ash1l	Wnk1	1
Ash1l	Zc3h11a	1
Ash1l	Zc3h13	1
Ash1l	Zfp148	1
Ash1l	Zfp280d	1
Ash1l	Zfp871	1
Ash1l	Zmynd11	1
Bcl2	Tcf12	1
Bcl2	Thap7	1
Bcl2	Phf21a	1
Ccdc88a	Hmgn3	1
Ccdc88a	Ssbp2	1
Chd6	Zfp148	1
Chd6	Bptf	1
Chd6	Rbmx	1
Chd6	Zfp326	1
Chd6	Zfp1	1
Chd6	Crebbp	1
Chd6	Ssbp2	1
Ctbp1	Gon4l	1
Ctbp1	Camta1	1
Ctbp1	Rbmx	1
Ctbp1	Gmeb2	1
Ctbp1	Srrt	1
E130307A14Rik	Phf21a	1
E130307A14Rik	Ssbp2	1
Epc2	Ssbp2	1
Fam168b	Tcea3	1
Fam168b	Zfp319	1
Fam168b	Phf21a	1
Fam168b	Rbmx	1
Fam168b	Ssbp2	1
Gm608	Gm98	1
Gm608	Rere	1
Gnaq	Pbrm1	1
Gnaq	Bptf	1
Gnaq	Tshz1	1
Gsk3b	Mll3	1
Gsk3b	Bptf	1
Gsk3b	Mysm1	1
Gsk3b	Sp1	1
Hp1bp3	Rbmx	1
Hp1bp3	Taf12	1
Hp1bp3	Ssbp2	1
Jtb	Vps72	1
Jtb	Nfya	1
Jtb	Srebf2	1
Jtb	Taf13	1
Mbd5	Pbrm1	1
Mbd5	Bptf	1
Mbd5	Ssbp2	1
Nav1	Ndn	1
Nav1	Phf21a	1
Oaz1	Nono	1
Oaz1	Rbmx	1
Pik3ca	Csde1	1
Pik3ca	Mef2a	1
Ppp1r9a	Ndn	1
Rbmx	Znhit1	1
Rbmx	1110032A03Rik	1
Rbmx	Crebl2	1
Rbmx	Arglu1	1
Rbmx	Brd9	1
Rbmx	Cnot6	1
Rbmx	Fus	1
Rbmx	Gmeb1	1
Rbmx	Jkamp	1
Rbmx	Kctd3	1
Rbmx	Ncapd3	1
Rbmx	Nono	1
Rbmx	Rbm3	1
Rbmx	Smc3	1
Rbmx	Ssbp2	1
Rbmx	Tmx1	1
Rbmx	Zfp101	1
Rbmx	Zfp68	1
Ssbp2	Ubqln1	1
Ssbp2	Gorasp2	1
Ssbp2	Aspscr1	1
Ssbp2	Bend5	1
Ssbp2	Eid1	1
Ssbp2	Lrrcc1	1
Ssbp2	Ltbp3	1
Ssbp2	Ocrl	1
Ssbp2	Rheb	1
Ssbp2	Trps1	1
Ssbp2	Wac	1
Ssbp2	Zfp251	1
Ssbp2	Zfp68	1
Ssbp2	Zfp955a	1
Stx16	Phf21a	1
Trappc10	Nfyc	1
Trappc10	Arid5b	1
Tspyl4	Etv1	1
Tspyl4	Mycl1	1
Vamp4	Maf	1
Vamp4	Zfpm1	1
Zfp46	Aldh3a2	1
Zfp46	Pex19	1
Zfp46	Rbl2	1
Zfp46	1700052N19Rik	1
Zfp46	Mtmr1	1
Zfp46	Skiv2l	1
Zfp46	Ranbp9	1
Zfp46	Bre	1
Zfp46	Pold4	1
Zfp46	Ndor1	1
Zfp46	Chchd10	1
Zfp46	Edf1	1
Zfp46	Hadha	1
Zfp46	Mpc1	1
Zfp46	Cbfb	1
Zfp46	Cbx3	1
Zfp46	Cdk2ap1	1
Zfp46	Edc3	1
Zfp46	Fnta	1
Zfp46	Glt8d1	1
Zfp46	Gprasp1	1
Zfp46	Hmgn1	1
Zfp46	Mios	1
Zfp46	Polr2g	1
Zfp46	Pom121	1
Zfp46	Sin3b	1
Zfp46	Tbca	1
Zfp46	Tmx1	1
Zfp46	Trim27	1
Zfp46	Upf3a	1
Zfp46	Utp3	1
Zfp46	Wdr45l	1
Zfp46	Wrb	1
Zfp46	Zfp251	1
Zfp68	Zbtb1	1
Zfp68	Zfp148	1
Zmynd11	Bcl3	1
Zmynd11	Pbrm1	1
Zmynd11	Etv6	1
Cct4	Rps3	1
Cct4	Rbl2	1
Cct4	Trim27	1
Cct4	Msl3	1
Cct4	0610031J06Rik	1
Tox4	Vps72	1
Tox4	Srebf2	1
Tox4	Mta2	1
Rbx1	Zbtb10	1
Mettl9	Zfp326	1
Mettl9	Atf1	1
Mettl9	Irf3	1
Caml	Srebf2	1
8430410K20Rik	Vps72	1
8430410K20Rik	Rnf10	1
8430410K20Rik	Nfya	1
8430410K20Rik	Atf1	1
8430410K20Rik	Srebf2	1
8430410K20Rik	Taf13	1
8430410K20Rik	Taf12	1
8430410K20Rik	Mta2	1
Cdc16	Smarce1	1
Cdc16	Gmeb1	1
Psmc2	Zbtb10	1
Zbtb41	Pias2	1
Zbtb41	Zfp326	1
Zbtb41	Ltbr	1
Zbtb41	Actr6	1
Zbtb41	Alg10b	1
Zbtb41	Cnot6l	1
Zbtb41	Denr	1
Zbtb41	Gemin6	1
Zbtb41	Hcfc2	1
Zbtb41	Lars	1
Zbtb41	Zc3h14	1
Zbtb41	Zfp955a	1
Zbtb41	Znhit6	1
Ran	Rps3	1
Ran	Smarce1	1
Ran	Rbl2	1
Ran	Trim27	1
Ran	Pa2g4	1
Ran	Hnrnpab	1
BC024659	Nfya	1
Zfp955a	Zfp322a	1
Zfp955a	Vps72	1
Zfp955a	Zfp93	1
Zfp955a	Rnf10	1
Zfp955a	Zfp148	1
Zfp955a	Hnrnpd	1
Zfp955a	Zfp326	1
Zfp955a	Srebf2	1
Zfp955a	Taf13	1
Sde2	Rps3	1
Sde2	Gtf2b	1
Sde2	Vps72	1
Sde2	Nono	1
Sde2	Trim27	1
Sde2	Gmeb1	1
Sde2	Yy1	1
Sde2	Srebf2	1
Sde2	Aebp2	1
Sde2	Taf13	1
Tmx1	Trim27	1
Tmx1	Atf1	1
Tmx1	Smad2	1
Tmx1	Taf13	1
Tmx1	Taf12	1
Tmeff1	Smarce1	1
Tmeff1	Scx	1
Tmeff1	Yy1	1
Taf13	Vps72	1
Taf13	Cxxc1	1
Taf13	Pknox1	1
Taf13	Atf6b	1
Taf13	Ubl7	1
Taf13	Mpdu1	1
Taf13	Stambp	1
Taf13	Ltbr	1
Taf13	Stra13	1
Taf13	Csnk2b	1
Taf13	Ppp1r11	1
Taf13	Fxc1	1
Taf13	Bcl2l1	1
Taf13	Dgcr2	1
Taf13	Nfya	1
Taf13	Arf5	1
Taf13	Ndufa7	1
Taf13	Arpc4	1
Taf13	1110008P14Rik	1
Taf13	Asb8	1
Taf13	Dctn2	1
Taf13	Fbrs	1
Taf13	Senp2	1
Taf13	Znhit1	1
Taf13	Bre	1
Taf13	Dhx8	1
Taf13	Srebf2	1
Taf13	Pold4	1
Taf13	Akt1s1	1
Taf13	Ndor1	1
Taf13	Rnf167	1
Taf13	Sbf1	1
Taf13	Sdccag3	1
Taf13	Ap2s1	1
Taf13	Chchd10	1
Taf13	Bag6	1
Taf13	0910001L09Rik	1
Taf13	Scaf1	1
Taf13	Phf12	1
Taf13	Rnf216	1
Taf13	Zbtb39	1
Taf13	Atp5l	1
Taf13	Pfn1	1
Taf13	Sgta	1
Taf13	Tsc2	1
Taf13	Hadha	1
Taf13	Mpc1	1
Taf13	Asf1a	1
Taf13	Edc3	1
Taf13	Elp3	1
Taf13	Fam160b2	1
Taf13	Fgfr1op	1
Taf13	Mios	1
Taf13	Rab5a	1
Taf13	Rars2	1
Taf13	Rnf7	1
Taf13	Slc30a7	1
Taf13	Sod1	1
Taf13	Tigd2	1
Taf13	Ttc13	1
Taf13	Wbp4	1
Taf13	Wdr11	1
Rnf168	Sarnp	1
Rnf168	Ctcf	1
Rnf168	0610031J06Rik	1
Ap2s1	Vps72	1
Ap2s1	Edf1	1
Ap2s1	Cxxc1	1
Ap2s1	Atxn1l	1
Ap2s1	Atf6b	1
Ap2s1	Mbd3	1
Ap2s1	Srebf2	1
Ap2s1	0610031J06Rik	1
Arap1	Wbp7	1
Arap1	Pou6f1	1
Arf5	Pias4	1
Arf5	Cxxc1	1
Arf5	Atf6b	1
Arf5	Mbd3	1
Arpc4	Vps72	1
Arpc4	Cxxc1	1
Arpc4	Nfya	1
Arpc4	Atf6b	1
Arpc4	Srebf2	1
Arpc4	Mta2	1
Bag6	Vps72	1
Bag6	Pknox1	1
Bag6	Atf6b	1
Bag6	Mbd3	1
Bag6	Srebf2	1
Capzb	Cxxc1	1
Capzb	Srebf2	1
Capzb	Taf12	1
Cdk11b	E4f1	1
Ciz1	Wbp7	1
Ciz1	Zfp513	1
Ciz1	Pcgf2	1
Cxxc1	Men1	1
Cxxc1	Gtf2i	1
Cxxc1	2810428I15Rik	1
Cxxc1	Akt1s1	1
Cxxc1	Anapc11	1
Cxxc1	Armc6	1
Cxxc1	Asb8	1
Cxxc1	Atf6b	1
Cxxc1	Bre	1
Cxxc1	Cops7a	1
Cxxc1	Dctn2	1
Cxxc1	Dgcr2	1
Cxxc1	Dhx8	1
Cxxc1	Dnajc14	1
Cxxc1	Drg2	1
Cxxc1	Dyrk1a	1
Cxxc1	Exosc10	1
Cxxc1	Exosc5	1
Cxxc1	Fance	1
Cxxc1	Fastk	1
Cxxc1	Fbxl6	1
Cxxc1	Fzr1	1
Cxxc1	Gcn1l1	1
Cxxc1	Gorasp2	1
Cxxc1	Josd2	1
Cxxc1	Kat2a	1
Cxxc1	Lsg1	1
Cxxc1	Mbd3	1
Cxxc1	Mea1	1
Cxxc1	Med27	1
Cxxc1	Mlst8	1
Cxxc1	Mrpl10	1
Cxxc1	Mrpl14	1
Cxxc1	Mtmr1	1
Cxxc1	Nabp2	1
Cxxc1	Ogfr	1
Cxxc1	Pcnxl3	1
Cxxc1	Pfn1	1
Cxxc1	Pgls	1
Cxxc1	Phf12	1
Cxxc1	Pknox1	1
Cxxc1	Ppil2	1
Cxxc1	Rab40c	1
Cxxc1	Raf1	1
Cxxc1	Rrp1	1
Cxxc1	Sbf1	1
Cxxc1	Sec24b	1
Cxxc1	Senp2	1
Cxxc1	Setdb1	1
Cxxc1	Sgta	1
Cxxc1	Smn1	1
Cxxc1	Snapc4	1
Cxxc1	Tomm40	1
Cxxc1	Tsc2	1
Cxxc1	Usp12	1
Cxxc1	Wdr13	1
Cxxc1	Ykt6	1
Cxxc1	Zfp777	1
Cyhr1	Men1	1
Cyhr1	Safb	1
Cyhr1	Tfpt	1
Dcaf12	Nfya	1
Dcaf12	Son	1
Dcaf12	Mta2	1
Dctn2	Gtf2b	1
Dctn2	Vps72	1
Dctn2	Atf6b	1
Dctn2	Mbd3	1
Dctn2	Srebf2	1
Dctn2	Hsf1	1
Dctn2	0610031J06Rik	1
Fastk	Mta2	1
Fbrs	Vps72	1
Fbrs	Nfya	1
Fbrs	Srebf2	1
Fbrs	Hdac4	1
Fzr1	Taf6l	1
Fzr1	Pias4	1
Fzr1	Cdk5rap2	1
Fzr1	Mbd3	1
Gpx4	Sp5	1
Gpx4	Zbtb10	1
Lime1	Wbp7	1
Lime1	Safb2	1
