term,,,adj_p_value
MAPK (ERK5) signaling,,,0.498575427456294
Mucin type O-glycan biosynthesis,,,0.5012284439113128
TRAMP complex,,,0.5239944600041033
Taste transduction,,,0.5354944190634091
DNA polymerase zeta  complex,,,0.5438502624127227
ESCRT-I complex,,,0.5489004891416284
Glycosaminoglycan degradation,,,0.5646847363920047
Hedgehog signaling,,,0.567966536026092
cGMP signaling,,,0.6046997777793574
Olfactory transduction,,,0.9999999999615496
